
13828,"Rossio Lisboa Metro Station","Lisbon","Portugal",\N,\N,38.7138,-9.139,32,0,"E",\N,\N,\N
8899,"Utrecht Centraal","Utrecht ","Netherlands",\N,\N,52.089167,5.109722,0,1,"E","Europe/Amsterdam","unknown","User"
9350,"Grand Central Terminal","New York","United States",\N,\N,40.752726,-73.977229,70,-5,"A","America/New_York","unknown","User"

